	TARA_112_DCM_0.8_5.0	TARA_097_DCM_0.8_5.0	TARA_096_DCM_0.8_5.0	TARA_151_DCM_0.8_5.0	TARA_142_DCM_0.8_5.0	TARA_006_DCM_0.8_5.0	TARA_066_DCM_0.8_5.0	TARA_051_DCM_0.8_5.0	TARA_132_DCM_0.8_5.0	TARA_086_DCM_0.8_5.0	TARA_034_DCM_0.8_5.0	TARA_058_DCM_0.8_5.0	TARA_080_DCM_0.8_5.0	TARA_102_DCM_0.8_5.0	TARA_128_DCM_0.8_5.0	TARA_032_DCM_0.8_5.0	TARA_106_DCM_0.8_5.0	TARA_025_DCM_0.8_5.0	TARA_122_DCM_0.8_5.0	TARA_111_DCM_0.8_5.0	TARA_110_DCM_0.8_5.0	TARA_109_DCM_0.8_5.0	TARA_138_DCM_0.8_5.0	TARA_004_DCM_0.8_5.0	TARA_135_DCM_0.8_5.0	TARA_009_DCM_0.8_5.0	TARA_016_DCM_0.8_5.0	TARA_042_DCM_0.8_5.0	TARA_072_DCM_0.8_5.0	TARA_093_DCM_0.8_5.0	TARA_081_DCM_0.8_5.0	TARA_137_DCM_0.8_5.0	TARA_038_DCM_0.8_5.0	TARA_068_DCM_0.8_5.0	TARA_143_DCM_0.8_5.0	TARA_078_DCM_0.8_5.0	TARA_065_DCM_0.8_5.0	TARA_041_DCM_0.8_5.0	TARA_064_DCM_0.8_5.0	TARA_005_DCM_0.8_5.0	TARA_036_DCM_0.8_5.0	TARA_023_DCM_0.8_5.0
FN869545.1.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KM203501.1.1200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN428069.1.1419	0	2	0	0	0	0	0	0	3	0	0	0	1	0	1	2	0	4	0	0	0	0	0	0	6	0	3	0	0	0	12	8	0	0	1	0	0	0	0	2	1	0
GQ030957.1.1341	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU940989.1.1358	3	1	1	7	4	0	1	4	0	0	6	2	7	10	10	7	7	10	4	0	17	6	1	8	1	4	5	4	1	3	2	2	12	1	7	0	3	2	5	16	9	4
GQ051816.1.1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ631946.1.1469	1	0	2	0	7	0	0	1	5	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
FJ203509.1.1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF776925.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU802966.1.1361	0	1	0	1	1	1	0	0	1	0	2	0	1	0	3	4	1	1	0	0	1	0	2	0	0	1	0	2	1	0	0	1	1	2	2	3	1	3	2	4	0	1
KF755573.1.1203	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KM820489.1.1471	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN571902.1.1356	11	0	0	6	3	0	4	0	10	0	0	0	0	0	0	0	0	0	6	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FN293377.1.1424	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF573762.1.1520	0	0	5	6	0	0	0	1	0	0	0	3	3	0	2	12	0	15	0	0	0	0	0	4	2	3	6	0	0	0	53	5	0	0	1	1	0	0	0	5	0	7
GU941051.1.1320	1	4	5	14	10	3	4	5	8	0	12	2	9	12	40	25	8	23	2	8	17	12	10	11	23	31	11	4	2	4	10	11	21	10	27	6	6	4	11	35	6	22
AAYA01000001.38603.40031	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KP174574.1.1526	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KP980580.1.1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HE574877.1.1331	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU940926.1.1299	2	4	2	1	6	2	1	2	4	0	8	7	1	1	2	0	1	2	4	4	0	4	2	4	2	5	5	4	4	2	1	2	0	3	0	1	1	3	1	0	8	2
FJ425591.1.1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ425643.1.1464	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GU117979.1.1462	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
HQ340609.1.1457	15	3	0	2	1	1	0	1	9	0	0	0	1	1	0	0	1	0	34	1	0	2	5	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0
GBSK01046594.463.2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
JN825419.1.1476	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KM051699.1.1452	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ936791.1.1447	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ346802.1.1327	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AB742372.1.1487	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ959433.1.1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EU799838.1.1420	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX525616.1.1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB294341.1.1415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DQ917903.1.1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX525192.1.1448	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU108554.1.1400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
EU726634.1.1405	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AB377123.1.1422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF272219.1.1501	0	0	0	1	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	7	0	0	0
FR683507.1.1448	0	0	0	4	1	0	0	0	1	0	0	0	4	1	1	3	1	6	1	2	1	2	1	10	11	5	12	0	0	5	15	0	0	2	0	1	0	1	0	0	1	8
GQ903344.1.1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FR821233.1.2918	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ205260.1.1308	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF721543.1.1223	12	2	0	0	2	2	4	26	3	0	1	2	0	0	7	2	1	0	15	2	0	1	3	1	0	0	0	4	9	0	3	0	6	0	1	3	16	3	7	1	0	1
FJ826317.1.1453	3	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
HQ326356.1.1495	1	7	6	0	0	0	0	0	0	1	0	1	0	0	1	1	3	1	0	1	1	3	1	0	0	0	2	0	0	18	0	1	1	0	1	0	1	1	0	0	0	0
HQ721418.1.1457	1	0	0	0	0	0	0	8	1	0	1	7	0	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
JOKG01000002.341270.342829	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672275.1.1501	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ589880.1.1450	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
DQ396175.1.1496	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3
JQ516679.1.1511	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
JQ068779.1.1513	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134750.1.1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF573674.1.1476	3	0	0	0	3	0	2	2	0	0	0	3	1	1	0	3	0	3	2	0	0	0	0	0	4	0	1	1	2	12	1	0	2	0	6	5	2	0	2	4	0	15
HQ153929.1.1445	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN547476.1.1428	5	3	1	4	4	3	1	3	2	0	16	2	3	0	10	3	6	3	0	0	5	0	4	7	0	1	1	7	2	0	0	14	6	5	16	6	2	2	9	5	1	1
FN822207.1.1352	0	0	0	0	0	2	1	0	0	0	0	2	5	1	1	1	0	2	0	2	0	0	0	1	3	1	6	0	1	0	2	0	0	0	0	0	3	0	1	1	1	6
GQ041137.1.1349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AACY020565564.130.1652	3	7	1	14	12	5	2	10	8	0	20	1	26	0	0	16	11	29	9	6	2	0	7	27	24	18	7	15	6	1	4	20	10	12	7	10	15	9	10	0	1	0
JX441564.1.1447	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF574673.1.1448	0	0	0	3	0	1	0	0	0	0	0	3	0	1	0	1	0	1	0	1	0	2	2	0	1	1	2	1	0	0	1	1	0	6	1	0	0	0	0	0	0	1
JX530476.1.1433	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
KM820490.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HM778918.1.1475	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JF769612.1.1510	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
HM057660.1.1444	0	1	2	0	0	1	2	1	1	0	0	2	0	5	0	0	0	0	2	0	0	0	0	0	3	2	4	0	0	1	2	1	0	0	2	0	0	0	1	6	0	1
GU940870.1.1321	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KF786565.1.1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU491289.1.1515	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN433506.1.1346	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KJ410582.1.1296	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF344287.1.1514	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ960270.1.1374	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
EF645946.1.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR682687.1.1475	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FJ893932.1.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CEQU01020339.2281.3763	5	1	17	5	4	1	0	1	0	0	7	0	9	0	0	18	0	0	7	0	0	0	0	1	0	0	0	3	1	0	0	0	1	2	1	13	4	1	5	0	0	0
HQ153996.1.1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC705269.1.1259	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN435075.1.1228	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FJTZ01000012.11975.13329	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF172717.1.1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
GQ385289.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU686604.16726.18273	7	2	2	3	0	8	0	0	0	0	4	1	3	1	4	5	10	3	10	1	0	2	0	0	2	4	1	1	13	1	1	1	2	3	2	12	1	0	2	0	5	1
KF844059.1.1427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM983541.1.1413	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ960287.1.1407	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF786491.1.1414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ069636.1.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0
AY664058.1.1222	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
HF930765.1.1343	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ499438.1.1548	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB694447.1.1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ241815.1.1450	3	0	0	4	5	1	0	2	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	2	6	0	2	1	0	0	0	0	1	2	1	1	0	3	0	0	2
HQ673116.1.1522	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1
HM798970.1.1476	2	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
JX647770.1.1502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ660384.1.1412	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC861110.1.1470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC009972.1.1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU234774.1.1368	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EU802627.1.1439	1	3	0	1	2	0	0	3	1	0	0	2	3	5	6	1	0	2	0	4	0	0	0	2	2	9	5	1	0	0	0	3	5	2	5	2	2	2	1	5	0	5
GQ274268.1.1447	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0	1	4	2	0	0	0	0	0	1	0	0	0	0	0
HQ190341.1.1486	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX441533.1.1494	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	3	0	0	1	1	3	1	1	0	0	2	1	0	0	0	4	1	1	0	0	0	0	0	0	1	0
GQ085572.1.1369	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU941055.1.1253	0	3	3	48	14	5	24	5	3	0	8	39	3	10	1	12	2	20	0	1	5	1	1	46	62	41	31	3	2	65	93	1	53	34	17	9	119	6	30	13	95	19
AY869680.1.1463	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	13	0	2	3	0	0	0	0	0	2	1	0	0	2	0	0	0	2	0	0	2	5	1	3	0	0	0
CP015243.3708.5252	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2
JN178002.1.1505	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN435677.1.1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
EU800844.1.1441	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ513058.1.1472	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	5	0	0	0	0	0	0	1	0	0	3	0	0	5	0	0	1	0	0	0	9	1	0	0	0	0	0
AACY020276549.377.1886	0	3	0	1	0	1	0	1	0	0	4	0	5	0	1	2	3	2	2	3	4	2	5	3	0	2	2	1	0	2	0	2	3	0	0	0	1	4	0	1	0	0
AY664005.1.1223	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	1	1	1	0
JF979327.1.1541	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
EU246016.1.1426	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF925008.1.1519	0	0	3	0	3	0	1	0	0	0	0	2	0	0	0	2	0	3	1	0	0	0	0	3	0	2	4	0	0	0	0	0	0	0	1	0	2	0	0	2	0	7
GQ374920.1.1407	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672430.1.1446	0	0	0	0	0	2	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0
EU592393.1.1452	2	2	2	0	1	0	0	3	0	0	0	0	1	1	0	0	0	3	0	1	0	0	1	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
GQ348168.1.1389	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF411430.1.1435	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GU062025.1.1492	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EU750699.1.1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FM209322.1.1496	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF786824.1.1397	31	4	3	12	18	7	0	14	6	0	18	6	6	10	11	39	6	11	35	14	7	28	0	2	5	13	1	15	37	0	1	1	8	9	20	21	12	4	28	0	9	6
KF786392.1.1396	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EF574674.1.1443	12	10	5	5	22	3	20	22	2	0	15	18	4	3	11	9	7	6	14	12	9	0	2	8	3	9	13	11	11	10	20	1	2	23	6	16	21	6	21	4	23	4
FM994675.1.1491	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HQ190302.1.1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HQ270215.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ937832.1.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ274112.1.1454	0	0	0	2	1	0	0	1	1	0	1	0	1	4	4	1	1	1	1	0	2	4	0	2	2	3	0	0	0	7	9	1	3	0	3	2	0	1	1	6	2	1
ABEF01048502.208.1734	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM445355.1.1462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ203871.1.1507	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
