	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0
FN668055.1.1412	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
FN563004.1.1426	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AY907781.1.1504	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1
KJ589943.1.1550	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2
JF490034.1.1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EU308364.1.1392	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DQ289933.1.1324	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FN435243.1.1525	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ280062.1.1446	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2
KM820543.1.1499	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
LN572834.1.1328	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ063801.1.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
FJ907957.1.1453	2	0	0	0	1	2	0	1	1	3	1	1	0	0	0
LN569990.1.1318	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ893987.1.1367	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
AJ240999.1.1501	0	0	3	1	0	2	0	0	2	0	0	0	0	0	0
AB486608.1.1420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ348238.1.1393	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0
GQ202665.1.1412	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1
JF421213.1.1484	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FJ936791.1.1447	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0
JN432136.1.1331	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GQ231334.1.1341	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
U29232.1.1375	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
HQ116760.1.1388	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FR837600.1.1348	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
KF465386.1.1357	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
KM820522.1.1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KF616644.1.1463	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HM290044.1.1312	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
EF573811.1.1477	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AB974100.1.1445	6	0	1	5	0	0	0	11	7	1	0	16	1	4	2
EU050913.1.1398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBAX01000023.53.1578	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
KF169905.2054.3849	35	13	0	17	3	25	7	21	19	1	42	42	10	2	0
DQ395759.1.1492	0	2	3	0	0	1	0	0	5	0	0	0	2	0	0
JX441460.1.1442	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KC294838.1.1425	0	0	12	4	0	0	13	1	1	9	3	0	20	36	275
KM407683.1.1376	5	3	3	10	65	7	16	75	24	86	26	3	5	20	3
KF799438.1.1472	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DQ396140.1.1539	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
FJ902638.1.1293	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
FJ957571.1.1474	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FJ917743.1.1431	9	2	3	10	0	10	0	3	3	80	2	0	0	19	4
GQ263375.1.1451	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JX391303.1.1521	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HQ673249.1.1460	9	5	1	3	2	14	11	1	1	4	4	15	4	4	3
GQ349282.1.1364	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JX854348.1.1214	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
EU804263.1.1440	0	6	0	0	0	1	1	1	0	1	1	0	0	1	0
KC852961.1.1431	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
HQ721325.1.1347	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
KM018803.1.1531	0	0	88	0	73	0	0	0	13	0	0	0	0	0	0
KF732813.1.1511	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
EF574604.1.1446	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1
JQ844363.1.1398	1	0	0	0	0	1	1	0	1	1	0	0	4	0	1
KF227749.1.1361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ673022.1.1510	2	4	1	1	2	4	3	1	2	0	0	1	3	1	3
KF954263.1.1441	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0
KF500841.1.1421	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DQ267496.913.2447	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0
JN442470.1.1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FM998830.1.1396	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CEQN01013461.3.1271	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
AF382143.1.1502	2	0	0	0	0	2	7	9	4	1	6	1	1	0	1
HQ673922.1.1510	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KJ475522.1.1470	0	0	4	0	3	0	0	1	3	0	0	0	0	2	2
KF786635.1.1361	1	3	0	2	0	1	4	0	0	0	0	1	0	0	0
AY664008.1.1250	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
JN182686.1.1382	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0
CP008849.32288.33821	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
JN429542.1.1417	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EF573178.1.1425	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0
GQ264201.1.1455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FJ660987.1.1879	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
FN421726.1.1361	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
FM992719.1.1420	37	16	108	58	97	22	29	194	145	18	144	14	48	127	190
FKLP01000144.31890.33349	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0
HM369079.1.1248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ589778.1.1486	1	6	0	0	2	1	0	0	0	1	0	0	0	0	1
GQ340215.1.1390	0	0	3	2	0	0	0	0	0	5	0	0	0	0	0
JN462051.1.1375	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
AQVN01000258.23079.24545	1	7	2	1	0	3	0	0	0	0	0	1	0	1	0
FQ658995.1.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FM242298.1.1499	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
KJ589885.1.1495	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0
FM213031.1.1507	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ959717.1.1422	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AB646259.1.1494	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
KC843427.1.1391	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
AACY020359284.2920.4399	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ958847.1.1458	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1
GQ263297.1.1408	1	1	3	1	0	0	0	0	1	2	1	2	0	0	1
GQ903359.1.1550	0	0	0	4	0	0	0	2	3	0	0	1	0	0	0
FN428788.1.1490	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
HG739010.1.1436	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
EU800430.1.1515	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ673877.1.1507	5	2	0	0	1	0	3	1	0	0	2	4	0	0	1
KF954270.1.1439	11	22	4	2	3	4	7	2	1	3	0	6	2	4	4
HQ674131.1.1447	7	2	0	6	2	0	4	0	2	2	1	5	1	2	3
GQ153644.1.1444	0	0	1	0	0	0	0	0	1	2	0	0	0	3	7
HM587938.1.1458	1	1	0	1	0	5	0	0	0	2	1	0	0	2	0
KM820472.1.1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DQ513072.1.1513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN119211.1.1482	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENY01011605.269.1768	24	22	13	6	1	48	35	23	9	3	8	14	31	9	10
HQ672288.1.1494	1	1	1	0	0	0	2	0	2	0	0	0	0	1	0
DQ395548.1.1542	1	0	1	5	0	0	18	14	7	2	2	2	5	4	2
HQ326243.1.1449	7	5	2	7	1	8	0	4	1	7	1	3	1	3	2
KF286011.1.1268	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
JQ923965.1.1450	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
JF703420.1.1426	0	0	5	0	3	2	0	1	1	2	0	3	4	2	3
FJ893947.1.1351	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
GQ358807.1.1486	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ674203.1.1520	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
GU234835.1.1366	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KF954246.1.1443	1	2	0	1	0	0	0	0	2	0	0	1	1	0	0
HQ395146.1.1497	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0
KP174643.1.1436	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
AACY020273010.4139.5621	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0
HQ673170.1.1505	1	0	0	1	0	0	2	0	2	1	2	0	0	0	0
GQ347288.1.1349	0	2	0	1	0	1	2	0	1	0	1	1	5	7	2
HQ673928.1.1502	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
GU593634.1.1523	0	0	16	4	1	0	2	3	0	1	1	1	4	8	44
AB073568.1.1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FM242420.1.1501	4	3	5	5	6	2	1	2	5	1	4	1	5	5	2
KJ009526.1.1287	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
EU695218.1.1461	2	0	3	15	13	0	0	18	16	1	1	0	4	2	13
JF320775.1.1398	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
GQ349203.1.1382	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0
GQ274251.1.1505	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EF092224.1.1444	0	0	2	1	0	1	0	0	0	1	0	0	0	1	0
HQ595220.1.1429	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
JF183761.1.1349	0	1	0	0	0	2	0	0	0	3	2	1	0	0	0
GU061501.1.1479	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ427076.1.1475	0	1	0	0	1	0	4	0	0	0	0	4	0	0	0
GU061838.1.1475	4	3	0	1	0	5	5	1	4	2	3	1	0	0	0
GU118059.1.1379	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1
AY726945.1.1238	0	0	2	0	6	0	0	1	0	0	0	0	0	0	0
GQ347278.1.1292	3	0	1	2	2	1	2	6	13	1	2	4	7	3	4
JX879080.1.1461	1	2	0	1	0	2	1	0	0	0	0	2	0	1	0
GQ347195.1.1348	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0
FM200853.1.1304	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ242629.1.1447	1	1	0	2	0	0	0	1	0	0	0	1	1	1	1
FN668139.1.1473	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AZUK01000001.1197001.1198524	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FJ982923.1.1242	0	0	2	2	2	0	0	1	0	1	0	0	3	0	0
FJ516774.1.1480	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LN571336.1.1324	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JN178027.1.1529	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EU245839.1.1498	0	0	4	0	3	0	2	0	1	0	1	0	6	1	0
JN178439.1.1471	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
JN107437.1.1333	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0
KJ589927.1.1424	1	1	2	1	12	0	0	2	4	0	0	2	0	0	0
JX504458.1.1523	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HM186674.1.1389	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
GU145418.1.1486	0	0	1	0	1	0	0	0	14	0	0	0	0	1	0
AB694343.1.1557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JN023404.1.1478	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JF935198.1.1484	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
LMRQ01000016.331796.333268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
JN451248.1.1263	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
FJ894818.1.1358	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
JF769560.1.1473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HQ908672.1.1378	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AM292408.1.1348	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
JN825586.1.1337	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FJ959590.1.1393	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ800931.1.1536	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
EF644796.1.1334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HQ910300.1.1480	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FJ894792.1.1347	3	1	0	1	0	7	0	2	1	4	4	0	0	4	0
JN501534.1.1400	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
HQ672339.1.1453	2	1	1	0	0	0	2	1	3	0	0	1	2	0	1
AB974046.1.1390	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GQ337207.1.1463	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0
JN427424.1.1226	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
HQ673051.1.1470	3	1	1	0	5	2	0	0	2	2	3	2	1	6	2
FN421481.1.1362	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
HQ673031.1.1480	9	0	0	2	1	0	0	2	5	6	1	16	6	7	3
JN525826.1.1359	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0
GU784985.1.1356	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ278903.1.1444	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ674490.1.1515	2	0	0	1	0	0	1	3	1	0	0	0	3	2	0
GQ389111.1.1476	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
JF769645.1.1458	5	6	1	7	0	2	0	0	2	4	0	1	1	3	0
HQ163135.1.1384	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
JX515500.1.1427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AB073566.1.1396	1	0	2	1	1	5	1	0	3	1	0	0	0	0	8
GU437566.1.1504	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1
GQ337138.1.1518	2	1	0	1	1	1	1	0	0	1	0	1	2	0	0
GDHW01147822.1.1369	0	0	0	3	0	0	0	0	0	2	0	0	0	2	0
AM162576.1.1380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HQ673502.1.1489	0	2	0	0	2	0	2	1	1	0	0	0	1	1	0
AY664174.1.1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EU801193.1.1360	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
DQ917903.1.1541	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KX097078.1.1520	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GU220763.1.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFPB01000023.870.2371	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FJ957506.1.1407	1	0	1	0	0	2	0	5	1	0	0	0	4	0	1
JX226808.1.1503	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GQ264082.1.1488	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GQ098353.1.1306	0	0	3	1	0	1	0	0	0	0	0	2	0	0	0
KJ475513.1.1447	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0
KM187281.1.1404	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
FJ937837.1.1398	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3
AM111093.1.1491	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
FR683691.1.1438	6	1	2	1	4	3	3	0	0	5	1	7	6	4	1
AM997732.1.1478	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
JQ801055.1.1449	0	1	0	6	0	5	0	0	0	2	2	4	0	2	0
HQ673850.1.1513	0	0	1	1	0	1	3	0	0	0	0	0	0	1	0
JQ800853.1.1501	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
JX290307.1.1514	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AB841044.1.1405	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JF421170.1.1504	0	0	0	1	0	1	0	0	0	0	4	2	0	0	0
JN874060.1.1483	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
AB974096.1.1415	20	30	3	6	1	31	12	2	1	0	0	30	4	9	0
JQ427541.1.1478	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1
EF471449.1.1489	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
HQ674022.1.1509	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GQ175333.1.1522	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0
HQ857701.1.1502	1	0	1	0	1	1	0	0	2	0	0	0	0	0	8
GU205284.1.1402	1	0	0	2	0	1	0	0	0	8	0	0	0	2	0
HE983364.1.1473	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JN441013.1.1459	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0
AF076897.1.1425	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
GQ349135.1.1410	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0
FM873871.1.1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
FJ615187.1.1437	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EU287124.1.1464	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AB974011.1.1435	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FR753119.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
JX221827.1.1498	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ326365.1.1483	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EU919770.1.1461	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KC471003.1.1481	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
KM454322.1.1410	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX227490.1.1521	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HQ672610.1.1435	25	29	5	7	6	12	16	1	9	5	6	28	19	26	15
HQ011565.1.1209	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
EU308479.1.1524	0	0	0	2	0	0	0	0	5	1	3	0	1	0	1
JX984032.1.1298	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
HQ673140.1.1515	14	10	3	6	10	2	17	5	10	0	6	10	28	13	6
KJ589979.1.1237	0	0	2	0	0	0	0	1	0	0	0	0	0	3	1
HM248764.1.1337	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
KP980802.1.1393	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HQ674234.1.1446	1	2	1	0	4	1	0	0	0	1	0	2	2	1	2
EU491188.1.1512	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HQ687861.1.1219	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JN672615.1.1459	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DQ009080.1.1919	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GDIP01029019.1277.2557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX983942.1.1279	0	0	0	0	0	2	0	5	0	0	0	0	1	1	5
HM363301.1.1499	2	0	2	0	2	0	0	0	2	5	0	0	0	0	0
HQ672615.1.1436	21	19	4	7	10	9	17	1	8	7	9	34	21	20	6
HQ673429.1.1524	3	0	5	1	25	3	5	2	2	3	8	4	4	1	1
GQ246377.1.1504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JN177997.1.1437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ664793.1.1364	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FM242259.1.1461	1	0	2	0	1	1	1	3	2	0	0	1	3	1	0
JN018970.1.1370	0	3	0	0	1	3	7	0	0	0	1	1	0	1	0
AB694417.1.1410	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JX528542.1.1431	0	0	0	0	0	3	2	1	0	0	1	1	0	2	1
GU574353.1.1321	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
HQ672449.1.1501	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
GQ375274.1.1522	0	1	5	1	23	0	1	2	0	0	1	0	6	0	0
AB696478.1.1388	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
HQ166733.1.1348	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AB019731.1.1369	26	18	9	16	20	9	6	15	13	6	2	36	9	27	4
HM187308.1.1498	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AY345465.1.1394	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1
JX391423.1.1505	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JX441558.1.1442	9	10	2	0	3	4	4	1	3	5	4	8	1	6	1
GU553821.1.1458	3	2	17	5	13	3	3	21	18	7	24	1	9	16	27
KF286056.1.1390	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
GAJR01016305.1168.2580	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AY664087.1.1207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ472368.1.1516	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0
CP000083.44357.45868	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GQ346787.1.1329	1	3	0	0	0	10	4	0	0	1	0	0	0	0	1
JQ220587.1.914	1	0	0	1	0	0	0	0	1	1	0	2	0	1	0
HQ673274.1.1511	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ337082.1.1519	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
KM820584.1.1495	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FM872825.1.1419	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0
JQ426784.1.1519	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GQ348249.1.1379	0	0	1	2	0	0	1	2	5	0	0	0	0	1	0
GU568016.16704.18249	2	5	0	2	0	1	17	1	0	0	1	2	1	2	1
JX879038.1.1458	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0
HK697597.4.1529	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
KF285522.31902.33471	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
JF344492.1.1518	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JQ307119.1.1459	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AB806727.1.1479	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JX226866.1.1503	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HE604651.1.1393	1	1	103	6	17	6	3	8	21	17	65	0	44	31	173
HQ538690.1.1498	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ745229.1.1369	7	21	3	8	9	2	0	0	0	0	7	0	0	2	0
JN478522.1.1509	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KT361352.1.1486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ326334.1.1422	0	1	0	4	0	0	1	3	11	5	2	0	4	11	21
FJ382001.1.1340	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JF344195.1.1499	0	4	0	0	2	2	2	0	0	0	0	0	0	0	0
JX304651.1.1327	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
HQ671756.1.1446	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
GU982821.1.1201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EF645941.1.1480	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0
JQ221072.1.914	16	17	6	6	15	7	6	3	8	8	0	22	7	17	7
FJ205377.1.1430	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
FJ900434.1.1383	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FM209356.1.1458	1	1	0	1	0	2	0	2	0	0	0	2	0	2	0
FR683486.1.1434	13	20	8	9	14	16	15	2	2	5	4	29	9	9	8
EU805384.1.1450	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
KT952658.1.1491	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1
FJ826322.1.1479	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AACY020403290.735.2190	16	30	7	3	9	13	19	12	18	6	3	24	15	10	9
FM211773.1.1500	1	1	0	0	2	0	0	1	0	3	0	1	0	0	2
HQ687831.1.1210	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
JX011486.1.1230	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
JX001054.1.1426	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0
JF344106.1.1514	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HG529994.1.1469	1	0	3	0	1	0	0	0	3	0	0	0	1	0	2
AB745044.1.1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FJ979863.1.1373	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JX193434.1.1541	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AY534095.1.1505	0	5	0	0	0	5	1	0	0	0	0	1	0	0	1
FN794253.1.1296	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0
HQ674163.1.1495	22	10	4	12	4	16	11	5	2	1	2	29	8	8	0
KU242460.1.1397	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FR851926.1.1448	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HQ686042.108.1520	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
KF851152.1.1343	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FQ659847.1.1351	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
FR749780.1.1437	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
DQ300606.1.1435	0	2	0	3	0	1	3	0	0	0	0	1	2	0	1
GQ337202.1.1436	174	203	34	38	37	102	109	10	38	44	29	170	69	108	87
HQ222994.1.1393	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
