	TARA_100_DCM_0.22_3.0	TARA_102_DCM_0.22_3.0	TARA_109_DCM_0.22_3.0	TARA_110_DCM_0.22_3.0	TARA_111_DCM_0.22_3.0	TARA_112_DCM_0.22_3.0	TARA_122_DCM_0.22_3.0	TARA_128_DCM_0.22_3.0	TARA_132_DCM_0.22_3.0	TARA_133_DCM_0.22_3.0	TARA_137_DCM_0.22_3.0	TARA_138_DCM_0.22_3.0	TARA_142_DCM_0.22_3.0	TARA_150_DCM_0.22_3.0	TARA_151_DCM_0.22_3.0	TARA_058_DCM_0.22_3.0	TARA_064_DCM_0.22_3.0	TARA_065_DCM_0.22_3.0	TARA_066_DCM_0.22_3.0	TARA_068_DCM_0.22_3.0	TARA_072_DCM_0.22_3.0	TARA_076_DCM_0.22_3.0	TARA_078_DCM_0.22_3.0	TARA_082_DCM_0.22_3.0	TARA_085_DCM_0.22_3.0	TARA_093_DCM_0.22_3.0	TARA_098_DCM_0.22_3.0
EU802905.1.1437	4	7	15	5	9	15	7	14	2	2	1	4	11	11	0	33	23	2	3	6	7	22	17	0	0	0	18
GU940747.1.1343	15	12	24	16	18	12	17	6	15	1	11	22	14	17	15	19	15	20	18	11	16	3	7	0	0	7	14
EU802833.1.1487	4	16	42	14	2	2	6	19	0	0	0	3	10	2	6	38	25	36	10	3	5	1	4	0	0	1	1
EU802865.1.1431	8	5	4	10	12	18	8	8	13	8	2	11	24	15	17	12	15	11	9	11	15	14	15	3	0	3	17
AACY020555882.2572.4023	8	2	38	66	7	1	0	48	7	6	0	13	11	9	15	4	5	2	3	0	1	0	3	8	0	0	4
FN433412.1.1496	5	14	16	12	9	4	5	11	2	6	0	0	12	26	10	9	6	13	8	6	0	4	7	0	0	7	3
EU802840.1.1440	6	12	16	8	9	10	8	9	1	6	0	3	18	10	7	30	16	6	15	5	3	7	5	3	0	2	7
EU802434.1.1365	10	14	13	15	12	6	17	15	3	1	1	6	14	16	13	22	22	17	11	9	13	4	15	0	0	6	5
EU803160.1.1450	14	1	15	14	10	23	8	12	9	3	0	16	13	6	1	19	29	5	0	9	5	14	13	0	0	0	19
AJXC01000443.5756.7214	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GU061415.1.1485	2	6	23	14	1	8	3	10	0	0	0	0	17	15	4	29	17	14	5	0	13	5	7	0	0	0	1
AY726917.1.1225	26	5	3	7	20	24	10	9	12	6	9	24	16	17	6	8	17	15	9	11	15	11	10	0	1	1	15
JQ220558.1.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EU799628.1.1361	6	22	8	16	3	1	0	0	2	22	0	10	3	15	17	3	6	1	23	6	6	1	3	48	39	28	1
EF574264.1.1492	17	12	37	15	12	3	3	12	0	14	0	3	9	11	6	6	8	13	17	14	10	5	9	0	0	5	3
HQ672720.1.1447	38	3	2	10	23	26	17	4	40	1	44	53	10	17	10	7	13	10	16	25	33	10	21	0	0	0	42
AY664083.1.1206	3	2	2	1	14	16	2	4	10	0	4	7	23	33	15	10	15	8	14	13	16	13	17	1	0	0	17
EF574440.1.1446	11	15	24	16	9	17	7	18	6	14	0	8	9	11	6	24	15	9	2	7	4	8	18	0	0	1	13
GQ349786.1.1320	10	13	4	8	12	6	7	6	4	23	5	10	6	12	4	8	8	11	20	9	5	3	7	44	27	12	10
HQ674246.1.1475	4	4	6	4	6	8	7	2	12	1	25	3	3	5	2	4	9	3	6	5	8	2	7	0	0	0	12
DQ009161.1.1974	16	13	13	6	15	15	13	7	7	6	0	10	10	9	25	10	10	9	17	10	9	13	11	0	0	2	12
AY664105.1.1226	13	12	7	6	30	28	7	3	10	4	0	12	8	18	2	23	19	4	1	18	13	16	9	0	0	0	23
HQ671756.1.1446	1	3	1	8	1	0	3	6	1	5	0	5	2	4	3	1	3	5	7	38	0	1	4	164	186	0	2
EU802684.1.1366	7	10	9	9	12	5	10	13	2	5	0	4	12	16	14	21	19	13	12	6	12	9	6	4	1	2	6
GU061948.1.1441	12	33	7	22	14	2	4	10	2	13	0	4	10	9	21	12	15	20	10	9	14	9	8	0	0	10	5
EF572922.1.1449	8	3	17	14	5	9	7	14	3	0	1	3	13	8	8	29	14	8	7	5	9	16	16	0	0	0	4
GU235821.1.1320	6	10	11	15	11	4	5	7	8	11	2	12	4	12	14	8	10	13	12	7	6	3	9	27	21	15	8
EU802983.1.1388	9	26	7	13	10	5	7	13	3	11	0	16	6	9	8	12	11	7	21	6	19	5	5	28	33	9	6
FJ745198.1.1365	14	26	14	16	9	4	4	9	3	2	0	6	8	27	26	10	7	10	7	6	14	3	13	0	0	1	8
AACY020075636.150.1670	21	14	31	27	22	1	9	27	17	11	0	17	3	20	21	1	6	18	32	7	10	1	14	0	0	11	0
EU686643.5839.7313	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FJ150819.1.1297	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
HQ672889.1.1533	15	7	2	25	36	14	14	2	28	4	8	12	20	10	22	12	12	9	9	9	22	20	11	0	0	0	16
EU802437.1.1387	49	1	8	18	73	38	31	11	18	11	0	23	31	32	7	11	18	18	4	5	58	9	6	0	0	8	31
EU802603.1.1489	3	10	16	21	12	7	17	28	5	0	5	9	14	5	12	8	9	15	3	3	4	11	17	0	0	0	9
JQ062856.1.1462	14	2	6	16	15	22	12	12	26	0	0	12	34	29	22	17	31	33	19	28	42	10	31	0	0	0	29
GQ346815.1.1325	8	19	8	13	5	1	7	4	14	23	2	9	3	17	11	3	3	7	12	9	3	3	7	16	24	7	4
AACY020431964.3244.4753	12	15	25	14	6	5	9	23	2	4	0	9	21	7	5	16	7	24	5	5	6	4	5	1	0	12	5
EU800186.1.1306	14	12	10	10	11	6	4	11	15	18	8	10	7	15	12	6	4	10	7	8	9	3	13	22	20	10	8
AACY020398456.2130.3630	3	0	12	2	3	4	2	14	1	0	0	0	16	5	2	27	13	9	0	0	9	5	1	0	0	0	3
HQ242373.1.1521	24	22	6	17	9	8	6	9	65	20	1	55	5	2	6	5	1	4	30	1	24	0	6	1	0	0	3
AB194003.1.1440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HQ671819.1.1446	2	1	4	8	3	1	2	6	6	2	0	3	0	1	3	1	3	0	3	30	0	2	6	179	121	0	1
HQ673137.1.1450	25	11	19	13	22	10	6	12	30	9	0	29	4	10	10	2	4	4	13	4	14	2	6	0	0	0	33
AY907781.1.1504	9	6	2	36	22	62	26	9	24	2	0	17	24	2	10	14	17	21	38	4	10	6	5	0	0	0	26
AACY020555764.489.1966	9	33	29	13	12	5	3	11	1	2	0	3	12	17	25	8	11	14	34	15	8	5	13	1	2	4	5
EU802894.1.1450	3	3	18	7	4	7	5	9	2	1	0	2	8	7	2	17	14	8	2	7	6	3	2	0	0	0	7
EU803007.1.1326	8	4	14	8	6	12	6	11	11	6	1	12	17	13	6	15	12	13	3	4	6	8	6	0	0	0	10
FJ745251.1.1308	5	12	15	11	7	4	5	7	3	18	0	7	6	7	9	12	5	10	17	2	1	3	4	9	1	10	8
EU802794.1.1441	11	1	1	2	15	56	26	1	6	1	6	6	26	19	3	12	25	13	4	6	28	23	23	0	0	1	63
EU268068.1.1427	9	11	9	8	8	5	5	9	5	15	6	16	9	15	11	8	6	13	9	7	8	5	11	14	0	9	5
EF572586.1.1452	9	23	26	17	10	2	5	12	1	6	0	8	5	15	21	9	7	10	27	5	3	1	6	0	1	4	7
EF574663.1.1445	6	5	20	12	4	0	2	11	1	5	0	2	5	7	6	2	8	9	9	16	0	3	3	2	1	0	9
FJ150824.1.1353	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
AACY020255495.903.2404	17	3	14	11	22	13	8	31	7	2	0	6	4	12	4	10	5	11	5	6	19	3	1	0	0	0	11
FN433348.1.1495	10	7	7	9	9	5	2	5	3	29	2	3	5	1	12	4	5	5	26	4	1	2	3	5	0	48	1
AY664000.1.1252	0	11	0	2	1	1	0	1	0	12	0	0	9	6	0	7	16	35	7	30	0	2	5	0	0	7	1
KC002117.1.1316	7	2	19	11	8	9	8	15	1	1	0	2	18	13	5	13	9	7	7	4	11	9	11	0	0	0	10
EU802915.1.1434	7	1	4	7	7	9	3	13	1	0	0	4	12	5	3	34	11	4	5	3	11	7	4	0	0	2	13
EU802822.1.1385	14	3	18	9	13	15	8	9	8	3	4	6	15	8	15	12	15	11	19	3	12	6	7	0	1	0	5
EU802368.1.1440	12	4	7	12	14	6	10	10	7	0	4	16	8	8	6	15	9	20	4	4	16	8	8	0	0	1	11
AACY020545456.443.1983	9	4	14	32	11	1	0	18	17	20	0	7	2	15	39	10	8	20	31	1	5	4	8	1	0	0	1
EU805212.1.1439	13	1	2	2	20	56	33	3	5	0	4	11	35	11	6	15	15	9	2	7	31	22	12	0	0	0	58
EU802272.1.1376	15	13	11	8	13	3	9	18	4	11	0	14	6	16	18	7	9	5	19	5	1	2	5	2	0	5	1
EF572648.1.1451	16	3	10	11	12	12	3	10	6	0	0	5	10	13	15	15	14	12	15	7	11	3	5	0	0	1	3
HQ672443.1.1436	0	0	0	1	3	6	4	0	4	0	101	3	2	2	0	1	3	1	1	0	1	1	1	0	0	0	7
FJ150822.1.1353	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
EU802803.1.1440	18	5	6	13	19	31	20	7	21	2	6	27	16	15	9	7	15	5	9	7	19	7	17	0	0	0	32
EU803115.1.1438	12	8	3	4	14	20	10	5	10	1	1	16	11	13	9	8	9	8	5	11	19	9	14	0	1	0	21
EU802534.1.1442	8	2	6	2	7	12	14	14	7	0	4	13	11	4	4	15	19	16	3	8	21	9	12	0	0	1	11
EU802279.1.1371	18	1	3	6	17	15	12	6	12	0	11	23	12	5	7	7	14	14	6	6	22	6	10	0	0	0	13
EU802656.1.1455	8	4	19	6	8	16	10	8	4	0	1	1	14	4	6	12	8	5	5	4	11	5	11	0	0	0	5
EU802299.1.1228	11	1	3	1	11	13	11	16	9	1	4	6	15	11	9	8	17	16	10	13	16	11	7	0	0	0	17
AACY020563509.792.2305	17	16	25	26	9	4	5	29	2	1	0	0	1	8	2	1	8	1	4	8	4	4	2	0	0	0	6
EU802718.1.1501	12	11	33	30	7	7	4	17	5	16	0	0	29	43	10	3	8	9	17	14	4	1	12	0	0	3	7
EU802400.1.1495	2	10	16	11	6	2	2	13	2	1	0	0	7	6	0	21	16	13	3	4	8	1	4	0	0	0	9
GU451676.1.1235	36	9	12	18	0	11	37	18	0	2	4	5	0	20	0	4	1	3	0	16	11	28	0	0	0	3	0
HQ671921.1.1443	0	1	2	3	3	2	2	4	6	1	0	1	1	6	1	0	2	1	7	24	0	3	0	179	63	0	2
AACY020490277.719.2228	5	11	24	12	7	7	1	17	5	1	0	3	6	9	10	24	6	12	1	1	1	0	3	0	0	1	3
EF574657.1.1483	7	5	14	15	7	2	1	20	3	9	0	4	23	19	15	7	7	7	17	19	4	3	2	0	0	2	1
AACY020371335.89.1595	1	1	0	2	1	4	0	3	2	2	0	4	24	7	5	36	36	25	14	7	12	13	19	0	0	2	1
EU803166.1.1439	10	4	6	11	12	13	9	11	6	4	4	15	8	7	11	24	11	14	9	4	12	2	13	1	0	1	9
EU803169.1.1499	8	5	18	17	6	8	1	18	2	0	0	0	4	7	2	10	12	17	2	6	7	8	8	0	0	3	2
JQ221732.1.914	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EU802302.1.1503	10	6	15	14	9	4	3	19	1	1	0	2	9	13	2	12	15	9	2	5	4	4	6	0	0	0	5
EU802606.1.1200	6	13	13	10	7	6	5	13	11	4	1	9	16	13	12	18	17	8	16	2	14	66	7	0	0	4	6
GU145420.1.1491	45	5	4	11	67	25	15	3	42	0	28	65	6	10	5	6	8	8	9	7	43	4	18	0	0	0	36
EU799440.1.1451	12	17	3	14	14	2	4	3	9	23	0	9	9	20	20	3	8	1	14	16	5	4	7	0	0	0	6
AY663999.1.1259	0	8	0	1	0	0	0	1	0	6	0	1	8	11	1	12	12	43	3	13	0	2	3	0	0	5	0
HQ671905.1.1452	3	20	13	10	2	1	0	4	1	23	7	5	11	11	3	9	5	13	3	35	0	7	0	0	0	7	2
EU803064.1.1484	9	16	18	14	8	0	3	50	1	9	0	2	4	2	1	6	3	2	5	3	5	0	2	0	0	17	0
DQ009253.1.1978	6	2	13	7	11	10	11	13	2	1	1	5	8	4	3	18	12	11	4	7	10	7	7	0	0	0	9
EU802466.1.1293	8	12	6	5	12	6	3	4	11	6	2	13	9	11	12	10	11	12	12	8	12	8	4	5	3	3	8
EU803176.1.1376	2	1	9	1	0	10	2	8	0	0	1	2	14	4	1	24	16	4	0	3	4	11	5	0	0	0	5
EU803155.1.1439	9	5	5	7	14	18	12	3	10	4	7	15	8	9	9	15	8	13	9	11	17	10	7	0	0	2	16
EU800581.1.1375	6	22	10	6	5	1	1	2	3	21	0	10	3	1	7	4	5	9	26	9	2	0	11	1	0	16	1
AY663895.1.1212	14	7	20	17	10	19	9	12	12	4	17	22	7	10	6	9	11	8	3	8	15	4	9	0	1	1	24
EU237402.1.1311	9	10	16	8	7	11	6	22	12	8	0	11	6	17	9	15	8	22	7	2	11	4	7	0	0	0	6
AACY020564058.27.1569	29	0	0	1	73	50	40	0	25	0	10	19	1	2	14	0	2	5	3	22	43	17	15	0	0	0	59
AY726977.1.1207	14	3	6	7	16	15	17	5	10	0	9	20	13	9	7	11	8	7	8	9	8	4	7	1	0	1	11
GU235719.1.1348	4	10	9	7	3	1	1	2	2	35	0	1	0	4	7	1	1	1	20	6	0	2	1	60	48	21	4
GU230411.1.1482	11	48	36	14	4	1	0	12	4	18	0	3	3	4	5	4	12	28	18	10	1	5	6	8	0	26	0
JN166197.1.1454	0	0	0	15	0	0	0	0	15	0	0	33	0	23	17	0	7	35	53	1	0	11	2	0	0	0	0
DQ156396.1.1264	6	15	19	43	16	2	0	30	8	7	0	7	1	2	9	9	7	2	7	1	1	0	1	0	0	0	0
KC003249.1.1324	4	7	0	7	5	5	6	17	3	9	0	4	7	7	6	23	8	10	5	7	6	8	8	3	1	11	6
EF572668.1.1448	13	6	9	13	13	9	8	13	4	1	0	6	12	23	9	11	5	15	10	4	9	5	10	0	0	0	17
EF574788.1.1492	7	7	26	22	9	4	1	16	2	5	1	1	29	16	14	14	7	3	8	7	5	1	4	0	0	2	2
EF572101.1.1517	20	8	3	6	10	7	1	21	5	1	0	2	9	5	0	10	12	14	9	1	10	4	7	0	0	1	5
AY726892.1.1217	11	6	3	7	14	12	10	10	13	0	22	16	4	8	13	2	14	4	16	12	14	8	9	0	0	1	15
GQ337098.1.1445	4	1	0	0	9	6	6	0	8	1	59	7	4	8	5	2	2	3	5	2	7	3	7	1	3	0	7
JN233157.1.1397	3	16	16	10	4	3	1	11	1	3	0	2	10	4	6	25	9	13	6	2	5	3	4	1	0	6	3
AY664061.1.1231	21	10	9	3	13	5	7	8	6	6	1	22	10	18	10	19	10	7	16	7	6	3	3	2	0	8	15
JX945345.1.1443	6	3	14	6	8	7	5	4	4	7	0	1	6	9	7	19	14	11	12	3	5	6	10	0	0	0	11
EF574626.1.1492	8	9	11	16	3	5	2	25	3	9	0	2	12	6	8	8	9	12	10	8	0	1	6	0	0	5	1
DQ009458.1.2068	2	1	1	6	6	0	20	1	14	4	12	16	10	2	14	2	10	6	7	1	22	4	1	0	0	0	13
GQ337163.1.1448	27	3	3	8	24	13	17	6	21	0	11	31	16	7	10	8	7	10	18	11	22	8	20	0	0	0	17
EU802612.1.1434	3	12	4	3	7	3	7	7	3	3	1	0	11	5	7	21	11	5	3	8	5	8	11	1	0	3	8
AJXC01007386.664.1844	12	9	10	27	17	7	10	11	20	5	2	57	22	7	14	5	25	13	4	2	6	18	8	0	0	0	8
EU804538.1.1487	2	0	11	3	3	6	2	9	0	0	0	0	7	10	6	12	6	8	0	2	11	4	7	0	0	0	4
EF573689.1.1488	10	11	15	23	11	10	8	7	10	1	0	9	12	10	10	7	10	5	14	6	9	6	19	1	0	1	2
EF572097.1.1449	13	0	6	11	23	20	11	6	20	0	11	21	14	16	9	13	13	13	4	7	25	8	15	0	0	0	21
GU941059.1.1365	9	9	10	6	12	24	7	7	12	6	0	10	4	5	6	10	13	2	1	8	9	11	18	0	0	0	23
AY726885.1.1230	0	0	0	0	19	27	4	0	8	0	6	1	1	1	14	0	1	6	2	1	1	4	11	0	0	0	21
EF573369.1.1458	11	1	3	11	23	23	12	11	20	1	0	30	33	18	5	9	18	21	17	14	37	10	14	0	0	0	15
AACY020552977.734.2233	2	7	8	39	8	3	0	23	7	0	0	6	19	2	5	4	8	14	4	4	2	6	6	0	0	1	3
EU802819.1.1500	5	9	14	8	12	8	8	20	0	1	0	1	11	9	1	11	13	11	7	4	11	12	9	0	0	0	8
EU802487.1.1368	9	6	8	8	13	13	10	7	7	1	9	4	17	13	3	8	15	11	5	11	11	5	17	1	0	0	13
EU802969.1.1417	6	6	8	6	9	3	8	10	6	15	0	4	7	11	10	14	10	9	8	4	8	5	5	3	1	9	4
EU802978.1.1396	12	1	4	12	8	16	9	4	11	3	3	8	12	6	8	18	11	11	5	7	12	5	12	0	0	0	17
EU686628.16674.18140	1	0	1	1	3	1	1	1	7	2	27	1	2	1	3	1	1	1	0	1	0	5	1	0	0	0	2
HQ673514.1.1438	20	8	6	4	29	15	15	8	20	0	15	30	14	10	7	2	7	8	13	10	17	1	7	2	0	0	29
FJ744956.1.1371	8	10	19	13	5	2	6	13	1	4	0	2	9	2	7	11	1	12	6	1	6	3	9	0	0	2	3
EF573463.1.1480	7	6	0	10	13	10	12	9	9	9	0	8	29	15	18	13	12	10	2	6	14	12	10	0	0	0	12
GQ349960.1.1356	0	0	0	0	0	0	0	0	2	0	0	2	0	1	20	0	0	0	7	4	0	1	14	0	0	0	0
AY664136.1.1218	16	6	11	4	11	21	7	14	6	3	0	8	7	11	5	13	10	2	2	8	3	8	4	0	0	0	14
GU061453.1.1514	13	1	0	14	30	16	33	4	24	0	0	20	19	4	2	2	17	6	5	6	66	2	6	0	0	0	34
HQ672023.1.1447	2	4	15	20	6	11	3	13	23	21	0	22	11	7	14	6	15	5	2	54	2	22	19	6	1	0	0
GU061586.1.1437	0	1	0	0	0	0	0	0	0	0	0	0	5	6	0	3	18	51	1	4	0	1	1	0	0	0	0
EU802945.1.1378	9	8	7	11	7	4	0	8	6	2	0	6	6	8	9	9	8	14	10	5	8	7	13	0	0	5	8
FR683900.1.1492	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0	1	43	153	0	0
DQ156480.1.1271	11	3	0	2	22	36	13	7	50	9	3	5	50	5	9	8	9	5	0	10	4	17	12	0	0	0	28
EU802502.1.1451	10	9	5	5	7	4	9	7	5	0	0	3	30	9	5	11	16	13	0	3	9	10	10	0	0	0	6
DQ071172.1.1397	6	1	7	8	9	15	5	7	9	1	7	6	3	22	9	6	8	3	7	9	11	6	6	1	0	0	12
EU268116.1.1462	3	25	14	14	1	7	1	23	0	3	0	6	10	25	17	6	14	7	11	6	1	1	11	0	0	1	1
FN435231.1.1514	0	3	6	0	1	0	0	8	0	2	0	0	3	0	1	2	0	2	0	0	0	1	0	0	0	1	0
EU802292.1.1292	9	9	18	13	18	15	13	7	15	16	0	20	13	15	7	8	6	8	3	3	15	4	8	0	0	3	14
EU802790.1.1266	29	11	5	9	20	35	11	6	18	6	0	14	5	8	2	8	13	0	1	17	11	13	13	0	0	1	26
EU010164.1.1471	6	16	5	4	7	1	0	0	0	3	0	0	10	4	1	12	9	5	6	2	6	8	3	0	0	0	4
EU803100.1.1442	3	4	8	8	5	4	6	6	3	0	0	2	9	6	5	16	19	9	9	5	9	3	7	0	0	0	7
AY663890.1.1225	2	6	7	10	12	17	6	8	3	1	4	8	13	5	1	21	20	3	1	9	8	20	3	0	0	0	15
HQ673941.1.1251	6	1	2	4	7	6	5	0	17	2	13	2	4	9	3	8	2	12	3	1	7	2	4	2	5	1	9
EU803123.1.1448	3	3	11	7	6	14	2	21	5	3	0	1	9	3	0	20	23	1	0	3	8	7	6	0	0	0	9
AANC01000011.208.1734	0	0	0	0	6	25	4	0	0	0	3	4	21	0	1	0	0	6	1	0	1	2	1	0	0	0	0
EU802438.1.1489	7	9	10	9	15	16	11	19	8	5	0	5	7	9	16	11	16	15	8	8	19	2	13	0	0	0	10
EF573025.1.1502	2	5	3	4	2	3	0	6	0	2	0	0	8	7	1	18	11	4	4	0	0	1	1	0	0	3	1
EU802565.1.1482	12	12	9	4	9	8	20	10	20	4	1	30	5	12	9	11	8	12	12	17	25	3	12	2	0	0	15
EU802968.1.1439	14	4	3	7	22	15	13	3	3	3	6	16	6	14	10	4	14	4	9	9	19	9	11	0	0	0	15
EF572745.1.1469	2	2	9	5	3	9	6	17	1	1	0	1	10	2	6	8	4	9	2	3	2	2	9	0	0	0	4
GU061825.1.1499	8	7	8	10	11	2	15	9	5	5	1	7	10	7	2	5	13	39	18	5	9	1	12	0	0	0	5
EF573115.1.1498	2	9	16	7	0	2	2	4	0	1	0	2	7	6	6	17	13	17	16	5	4	3	15	0	0	0	1
EU802924.1.1499	1	5	14	13	6	3	6	15	3	0	0	1	9	5	2	16	14	11	4	4	3	0	2	0	0	0	1
KC003178.1.1230	10	5	15	4	18	34	12	16	9	2	1	4	4	5	1	8	13	3	0	12	12	14	10	0	0	0	12
GU061789.1.1436	25	2	1	6	33	26	20	4	25	0	6	25	14	4	8	11	10	11	6	8	27	2	9	0	0	0	19
GQ349357.1.1386	4	38	5	5	4	1	2	6	2	31	0	3	4	21	5	3	1	4	15	3	2	1	9	0	0	85	0
EF646132.1.1480	9	17	16	10	4	0	1	3	15	37	0	0	4	3	2	3	4	15	22	20	3	7	7	1	1	47	0
EU802515.1.1370	18	13	18	10	26	30	8	8	11	2	9	13	6	8	7	6	8	7	2	14	9	5	15	0	0	0	11
EU801608.1.1362	3	15	9	9	5	2	4	9	6	8	0	3	7	7	4	6	5	6	12	7	7	3	7	1	2	7	1
JN233016.1.1438	0	0	0	0	6	10	4	0	8	0	8	3	2	1	10	0	0	6	1	2	0	7	8	0	0	0	10
EF572123.1.1446	5	12	21	21	5	3	1	17	4	6	0	6	2	7	18	8	9	8	6	3	6	3	10	0	0	8	1
EU802831.1.1482	8	8	18	5	13	4	1	15	0	0	0	0	7	10	0	6	9	8	2	4	4	3	2	0	0	0	3
EU802892.1.1378	6	4	9	9	9	8	2	7	2	1	0	2	7	6	5	9	3	12	12	4	3	2	7	0	0	2	3
AY726942.1.1230	30	11	4	11	3	7	34	4	0	2	2	7	2	10	0	1	2	2	0	22	13	21	1	3	0	1	1
EU803119.1.1440	4	13	9	9	7	3	5	9	4	4	0	8	8	10	5	9	5	8	9	3	5	3	9	0	0	1	6
EU802374.1.1489	1	2	5	3	2	2	1	10	1	0	0	0	11	4	5	13	8	10	1	1	3	4	7	0	0	0	0
HQ163255.1.1374	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	2	0	0	0	0	42	163	2	0
HQ673841.1.1523	2	0	0	0	7	5	3	0	5	0	5	6	1	0	3	0	1	0	0	3	7	0	0	0	0	0	3
EU802696.1.1439	10	3	0	8	11	12	10	9	13	2	4	18	10	10	13	11	13	7	10	3	13	8	6	0	1	1	18
AB193901.1.1435	2	0	0	2	2	11	9	5	3	0	15	0	6	1	3	0	0	2	1	3	10	5	6	0	0	0	18
HQ672283.1.1257	12	6	4	5	7	4	3	5	9	3	13	6	7	6	6	1	4	7	5	10	6	1	13	2	2	4	7
EU802901.1.1499	3	9	20	11	7	2	0	35	0	2	0	0	10	4	0	9	5	5	5	4	0	1	4	0	0	4	1
EU800195.1.1400	10	22	10	13	7	1	0	6	0	14	1	3	2	3	13	3	0	3	13	10	2	0	6	2	1	21	1
FQ032825.6410.7925	2	2	21	1	1	3	1	8	1	0	0	0	1	1	2	6	2	1	0	2	2	6	1	0	0	0	0
JX016471.1.1438	1	3	1	1	0	0	0	3	0	14	0	0	3	6	12	3	2	2	5	1	0	2	2	3	0	12	1
EF574859.1.1503	8	6	12	4	15	9	4	4	8	0	5	2	13	4	4	15	7	10	2	2	5	13	11	0	0	0	4
EU800190.1.1369	7	22	11	14	6	3	2	4	2	17	0	6	9	9	7	8	4	4	15	4	3	2	11	4	0	8	1
GU940994.1.1354	7	2	3	2	13	20	13	2	6	7	13	13	19	11	7	8	18	14	3	1	5	6	9	0	1	2	27
HQ672830.1.1436	9	16	1	6	9	6	9	2	13	4	4	15	8	14	7	2	8	3	10	7	14	5	9	2	1	2	9
DQ906760.1.1497	1	0	1	2	1	0	2	7	2	2	0	5	0	0	3	0	3	1	4	15	0	0	6	126	83	0	1
EU802637.1.1438	4	1	2	6	16	53	41	3	2	0	10	18	21	7	2	7	9	10	4	4	20	13	4	0	0	1	55
AY663945.1.1231	0	0	0	4	0	0	0	0	1	0	0	19	0	17	31	1	3	14	10	0	0	0	1	0	0	0	0
EU237310.1.1309	5	14	5	5	8	2	4	5	3	17	2	5	9	14	7	14	10	6	2	2	5	4	6	3	0	8	5
HQ674329.1.1524	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	1
EU802666.1.1436	6	12	19	6	6	12	2	7	2	1	0	2	1	3	1	11	2	0	0	2	2	3	4	0	0	1	3
HQ672799.1.1447	0	0	0	0	0	0	0	0	0	1	68	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1
EU802587.1.1484	6	4	10	5	3	4	2	11	0	3	0	1	6	5	5	4	6	13	7	6	4	4	2	4	0	1	3
EU686604.16726.18273	1	2	0	1	2	0	11	2	2	1	42	0	0	2	5	0	1	2	3	3	9	1	4	0	0	0	7
EU802911.1.1434	17	3	2	2	17	11	23	7	4	1	1	17	10	11	5	24	14	4	9	7	15	11	9	1	0	1	26
EF572288.1.1498	9	4	27	11	8	14	0	11	1	2	0	0	1	1	0	13	2	2	1	0	2	9	6	0	0	1	17
KC003238.1.1354	1	2	4	2	0	2	0	14	0	1	0	0	3	2	6	5	5	5	1	2	4	1	12	0	0	0	1
HQ673916.1.1435	5	0	0	2	0	1	0	0	0	0	164	1	3	4	1	0	1	2	1	1	3	2	1	0	0	0	4
EU919781.1.1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	372	0	0
EF574651.1.1468	1	3	9	3	5	1	1	4	1	1	0	1	4	2	5	9	9	10	0	3	5	3	9	0	0	0	1
EF575050.1.1464	7	10	4	4	5	4	5	12	2	3	1	5	10	5	7	10	3	5	6	3	8	0	3	0	2	4	6
AF098371.1.1444	53	31	1	17	71	52	25	2	42	17	0	42	0	12	5	4	1	0	0	25	30	10	16	0	0	0	62
EU803080.1.1446	11	3	8	6	6	9	5	3	7	5	0	8	7	6	11	7	5	5	7	2	10	5	5	4	0	4	6
EF574040.1.1487	10	12	55	18	7	0	2	20	1	22	0	0	0	3	1	3	1	4	2	3	4	0	4	0	0	17	0
GU061386.1.1471	20	13	15	9	15	12	7	11	6	9	0	7	6	5	9	4	5	1	6	11	11	0	7	0	0	3	7
HQ673751.1.1453	1	0	0	0	1	1	0	0	1	0	83	0	1	3	4	0	0	2	1	0	2	0	3	0	0	0	4
EU802383.1.1451	12	9	7	5	10	5	7	5	3	5	0	8	13	10	0	27	5	14	1	3	20	5	11	0	0	0	5
